time_period,time_identifier,geographic_level,country_code,country_name,subject_name,subject_sector_area,characteristic_type,characteristic_value,characteristic_gender,astar_grade_achieved,a_grade_achieved,b_grade_achieved,c_grade_achieved,d_grade_achieved,e_grade_achieved,u_grade_achieved,total_students
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",First Language,Other than English language,Female,7,63,367,377,179,35,3,1031
201819,Academic year,National,E92000001,England,Media film TV,"Arts, Media and Publishing",First Language,Other than English language,Male,3,33,203,352,187,37,16,831
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",First Language,Other than English language,Female,1,11,17,24,28,6,3,90
201819,Academic year,National,E92000001,England,Music,"Arts, Media and Publishing",First Language,Other than English language,Male,3,15,22,32,34,10,3,119
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",First Language,Other than English language,Female,2,25,80,104,48,8,1,268
201819,Academic year,National,E92000001,England,Other communication studies,"Arts, Media and Publishing",First Language,Other than English language,Male,0,12,66,76,60,13,5,232
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,First Language,Other than English language,Female,2,5,3,6,9,11,3,39
201819,Academic year,National,E92000001,England,Other sciences,Science and Mathematics,First Language,Other than English language,Male,1,20,23,27,32,21,6,130
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,First Language,Other than English language,Female,5,12,49,63,52,32,15,228
201819,Academic year,National,E92000001,England,Other social studies,Social Sciences,First Language,Other than English language,Male,4,7,22,32,23,11,5,104
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",First Language,Other than English language,Female,3,6,25,36,23,12,6,111
201819,Academic year,National,E92000001,England,Physical education,"Leisure, Travel and Tourism",First Language,Other than English language,Male,5,16,55,80,75,35,18,284
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,First Language,Other than English language,Female,46,192,224,234,210,128,90,1124
201819,Academic year,National,E92000001,England,Physics,Science and Mathematics,First Language,Other than English language,Male,231,660,876,900,725,504,298,4194
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,First Language,Other than English language,Female,246,854,2003,2252,1340,579,174,7448
201819,Academic year,National,E92000001,England,Psychology,Science and Mathematics,First Language,Other than English language,Male,47,167,480,712,573,275,133,2387
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",First Language,Other than English language,Female,31,231,527,602,361,159,48,1959
201819,Academic year,National,E92000001,England,Religious studies,"History, Philosophy and Theology",First Language,Other than English language,Male,4,77,176,181,139,64,19,660
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,First Language,Other than English language,Female,243,693,1644,1586,856,268,93,5395
201819,Academic year,National,E92000001,England,Sociology,Social Sciences,First Language,Other than English language,Male,45,140,361,449,329,90,59,1473
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",First Language,Other than English language,Female,101,264,287,176,75,36,6,945
201819,Academic year,National,E92000001,England,Spanish,"Other languages, literature and culture",First Language,Other than English language,Male,43,121,145,91,36,11,4,451
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",First Language,Other than English language,Female,6,44,63,49,16,6,1,185
201819,Academic year,National,E92000001,England,Total classical studies,"Other languages, literature and culture",First Language,Other than English language,Male,5,9,19,18,11,0,4,66
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",First Language,Other than English language,Female,186,547,1504,1823,1114,272,46,5492
201819,Academic year,National,E92000001,England,Total English,"Languages, literature and culture of the British isles",First Language,Other than English language,Male,46,93,319,482,348,104,18,1410
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,First Language,Other than English language,Female,500,1254,1093,1198,1032,661,269,6007
201819,Academic year,National,E92000001,England,Total maths,Science and Mathematics,First Language,Other than English language,Male,1239,1923,1512,1495,1415,972,455,9011
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",First Language,Other than English language,Female,288,594,404,203,99,35,26,1649
201819,Academic year,National,E92000001,England,Total Other modern languages,"Other languages, literature and culture",First Language,Other than English language,Male,136,367,262,158,84,28,27,1062
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",First Language,Unknown first language,Female,1,18,21,17,8,12,7,84
201819,Academic year,National,E92000001,England,Account and finance,"Business, Administration, Finance and Law",First Language,Unknown first language,Male,1,17,28,19,27,19,9,120
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",First Language,Unknown first language,Female,972,964,1267,542,184,45,12,3986
201819,Academic year,National,E92000001,England,Art and design,"Arts, Media and Publishing",First Language,Unknown first language,Male,268,301,485,320,123,39,13,1549
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,First Language,Unknown first language,Female,821,1528,1370,1132,668,316,118,5953
201819,Academic year,National,E92000001,England,Biological sciences,Science and Mathematics,First Language,Unknown first language,Male,393,792,768,718,439,235,82,3427
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",First Language,Unknown first language,Female,137,353,638,497,270,101,38,2036
201819,Academic year,National,E92000001,England,Business studies,"Business, Administration, Finance and Law",First Language,Unknown first language,Male,99,403,1007,885,459,179,69,3102
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,First Language,Unknown first language,Female,640,1596,1258,838,466,222,68,5089
201819,Academic year,National,E92000001,England,Chemistry,Science and Mathematics,First Language,Unknown first language,Male,695,1352,1068,697,424,254,81,4571
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),First Language,Unknown first language,Female,8,48,50,35,24,17,9,191
201819,Academic year,National,E92000001,England,Computing,Information and Communication Technology (ICT),First Language,Unknown first language,Male,49,157,165,176,143,85,41,816
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,First Language,Unknown first language,Female,65,121,149,92,39,14,3,483
201819,Academic year,National,E92000001,England,Design and technology,Engineering and Manufacturing Technologies,First Language,Unknown first language,Male,91,224,331,307,139,62,21,1175
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",First Language,Unknown first language,Female,151,319,427,251,69,26,2,1245
201819,Academic year,National,E92000001,England,Drama,"Arts, Media and Publishing",First Language,Unknown first language,Male,53,117,213,141,67,11,3,605
201819,Academic year,National,E92000001,England,Economics,Social Sciences,First Language,Unknown first language,Female,346,886,794,370,187,62,14,2662
201819,Academic year,National,E92000001,England,Economics,Social Sciences,First Language,Unknown first language,Male,626,1618,1544,918,392,139,47,5290
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",First Language,Unknown first language,Female,230,472,394,211,82,30,8,1427
201819,Academic year,National,E92000001,England,French,"Other languages, literature and culture",First Language,Unknown first language,Male,85,239,236,116,46,17,2,742
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,First Language,Unknown first language,Female,335,399,231,130,64,30,21,1210
201819,Academic year,National,E92000001,England,Further maths,Science and Mathematics,First Language,Unknown first language,Male,735,777,422,236,125,62,29,2386
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,First Language,Unknown first language,Female,0,0,0,5,4,2,2,13
201819,Academic year,National,E92000001,England,General studies,Preparation for Life and Work,First Language,Unknown first language,Male,1,0,1,2,2,2,5,13
201819,Academic year,National,E92000001,England,Geography,Social Sciences,First Language,Unknown first language,Female,389,778,719,445,159,36,13,2541
201819,Academic year,National,E92000001,England,Geography,Social Sciences,First Language,Unknown first language,Male,149,533,725,546,286,103,22,2366
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",First Language,Unknown first language,Female,85,192,97,70,27,3,0,474
201819,Academic year,National,E92000001,England,German,"Other languages, literature and culture",First Language,Unknown first language,Male,63,98,69,59,23,16,0,328
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,First Language,Unknown first language,Female,271,517,514,270,125,30,21,1748
201819,Academic year,National,E92000001,England,Government and politics,Social Sciences,First Language,Unknown first language,Male,248,595,699,448,186,58,24,2258
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",First Language,Unknown first language,Female,478,1094,1105,541,217,41,11,3489
201819,Academic year,National,E92000001,England,History,"History, Philosophy and Theology",First Language,Unknown first language,Male,333,870,1089,604,238,76,14,3228
201819,Academic year,National,E92000001,England,Home economics,Retail and Commercial Enterprise,First Language,Unknown first language,Male,0,0,0,1,1,0,0,2
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),First Language,Unknown first language,Female,0,1,0,1,0,0,0,2
201819,Academic year,National,E92000001,England,ICT,Information and Communication Technology (ICT),First Language,Unknown first language,Male,0,1,2,0,4,1,0,8
201819,Academic year,National,E92000001,England,Law,"Business, Administration, Finance and Law",First Language,Unknown first language,Female,23,49,75,63,54,25,9,298
